,word1,word2,prediction
757,educated,learned,-0.543355043446333
758,effects,effects,0.0
759,egg,lego,-0.7740796853306577
760,egg,nest,-0.5129557147172504
761,egg,white,-0.6286610202342893
762,eight,movement,-0.8031025703551584
763,element,mixture,-0.6641385797810528
764,element,situation,-0.7218495263381826
765,elephant,giraffe,-0.27557043062825937
766,emission,gum,-0.9045771630729369
767,endeavor,worst,-0.7817937436895993
768,enemy,strike,-0.5245730085706973
769,enforcing,execute,-0.6613332362610451
770,engine,gasoline,-0.5153669084243261
771,engineering,technology,-0.37590309713383163
772,english,french,-0.3066825891571342
773,enhanced,increased,-0.41973348296752755
774,enjoy,suffering,-0.7311335365624165
775,enterprise,industry,-0.4365486915813631
776,entrance,registration,-0.7063429688829888
777,equipment,seat,-0.7871686932265669
778,escalator,railway,-0.6321700218508816
779,escalator,redhead,-0.892694271946985
780,establishment,establishment,0.0
781,evaluate,forecast,-0.7509487150104499
782,evening,fun,-0.5394066210991891
783,evening,night,-0.18977130103682915
784,evening,time,-0.5099423872114419
785,event,influence,-0.7645366391015105
786,evidence,format,-0.8526752957711793
787,evidence,record,-0.6100963495632898
788,evil,worst,-0.524071349136116
789,evolution,publicity,-0.8526627550605059
790,examination,quiz,-0.6667792465055684
791,executive,organization,-0.511297304512076
792,exhibit,parade,-0.6694694800490548
793,exhibition,painting,-0.4771902482300654
794,exhibition,soup,-0.9891800044919291
795,expect,think,-0.29445215193456864
796,expectation,possibility,-0.4379031605165751
797,expedition,mystery,-0.7544960127739837
798,explosion,stencil,-0.9185498989724348
799,express,mail,-0.5873380904058949
800,extending,increase,-0.6460145918430694
801,extort,school,-0.9819011315033788
802,eye,face,-0.3782168199809821
803,eye,lip,-0.436875440830103
804,eye,sky,-0.5315238392268591
805,fabric,lace,-0.381819426492921
806,fabric,sail,-0.7474686184149328
807,face,stop,-0.5608366540318681
808,face,tear,-0.5653896642818201
809,fair,midway,-0.7485722531270823
810,family,town,-0.5625106226787604
811,fantasy,fiction,-0.3187112395498113
812,fantasy,recycling,-0.9614583256975286
813,farm,wind,-0.6435108269351134
814,farmer,individual,-0.7886305117869268
815,fashion,handwriting,-0.8704941581528098
816,fashion,outfit,-0.5039202614656852
817,fauna,toy,-0.9530494567066743
818,fbi,investigation,-0.6188362925295632
819,fear,fear,0.0
820,feather,flamingo,-0.53062174518072
821,feather,grey,-0.611969325184327
822,feather,hummingbird,-0.609234200117559
823,feather,mallard,-0.6262349820506765
824,feather,nest,-0.5463400287075514
825,feather,sunflower,-0.6779947709347387
826,feedback,flow,-0.6471227194377296
827,feel,friend,-0.5594601022733837
828,feel,stop,-0.5095692580253766
829,feel,tear,-0.6229698548831117
830,feline,kitten,-0.34334192081400405
831,feline,kitty,-0.425736788472452
832,feline,nut,-0.9395186065113176
833,feline,pumpkin,-0.8058517230177444
834,feline,reptile,-0.5484156704170642
835,female,old,-0.6296426900325182
836,female,square,-0.8368314778851161
837,festival,gate,-0.798805880758666
838,festival,music,-0.5217072616181213
839,fiction,romance,-0.3594443617329409
840,field,handle,-0.7186865656063537
841,field,play,-0.6500867522825857
842,field,science,-0.5445033716946805
843,fighting,resist,-0.6065522895400619
844,filing,formations,-0.9150256274201778
845,filled,filled,0.0
846,find,occurrence,-0.79649480331125
847,fine,precise,-0.6406659200691135
848,finger,toe,-0.4234294193672137
849,fingerprint,football,-1.0095382105365103
850,fire,flame,-0.3572817301692518
851,fish,fishing,-0.3169275396334581
852,fishing,shore,-0.4084826613478766
853,fishing,word,-0.8831804003613765
854,five,month,-0.49163491675675364
855,flame,peacock,-0.7349215040870019
856,flame,reaction,-0.6749386816614693
857,flat,housing,-0.637404329266163
858,fleet,travel,-0.7211826244082007
859,flight,plane,-0.2948003482556454
860,flight,shoot,-0.7971706841217532
861,flood,flood,0.0
862,flood,line,-0.7917695295796188
863,floor,interior,-0.4953124554814936
864,floor,stair,-0.45276717085432616
865,flour,garlic,-0.3701015251463833
866,flower,foliage,-0.42109092178190055
867,flower,garden,-0.39403825784015145
868,flower,lily,-0.32457870664631083
869,flower,petal,-0.35125743887668537
870,flower,spring,-0.5608514820964456
871,flower,yellow,-0.46123095898206323
872,flush,good,-0.7767653373335008
873,flyer,justice,-0.9447595049025169
874,fog,mist,-0.3315009290906743
875,fog,sunny,-0.5784872427538412
876,foliage,fruit,-0.5452072729272921
877,foliage,garden,-0.4804517847252626
878,foliage,moss,-0.45747840561332676
879,foliage,pink,-0.5970035331654853
880,foliage,purple,-0.5066206320199573
881,foliage,violet,-0.5444008771362063
882,followed,tailgate,-0.9030168287802731
883,follower,planet,-0.872481743950607
884,follower,satellite,-1.0094180239237065
885,food,medium,-0.7481770792165412
886,foot,mural,-0.8234434784999213
887,foot,outdoor,-0.6360287499063201
888,foot,toe,-0.3455097705126233
889,football,justice,-0.7921047947491152
890,footprint,scooter,-0.8468179693211069
891,ford,valley,-0.6533491403364121
892,foreign,nation,-0.5200650546387671
893,forest,frog,-0.5818049413012162
894,forest,ground,-0.6033649904341791
895,format,packaging,-0.733009499118265
896,formation,perceive,-0.8197648431421679
897,formation,perform,-0.800257510122782
898,forward,player,-0.6357298555778632
899,forward,position,-0.4727418176378879
900,forward,transport,-0.7429580686585375
901,foundation,support,-0.5612804640464794
902,fountain,marble,-0.4501966435701318
903,free,skin,-0.7335783149633279
904,frost,lily,-0.6625270000618589
905,frost,weather,-0.51877741424066
906,frozen,shop,-0.7663304655871701
907,frozen,soup,-0.4820059021829959
908,fruit,orange,-0.43702130467085054
909,fruit,product,-0.7155989374322126
910,fruit,strawberry,-0.2965832580058472
911,fruit,sunflower,-0.5213050678970349
912,fun,haircut,-0.7821605506514713
913,fun,happy,-0.37422018668451673
914,fungi,insect,-0.42859614173152605
915,fungi,mushroom,-0.5262692014519389
916,furnish,impress,-0.6731279443079077
917,furnishing,jumper,-0.9819345133446133
918,gallery,journal,-0.7785299353672559
919,gamble,pyramid,-0.7610680656189222
920,game,playoff,-0.49088682661238114
921,garage,kitchen,-0.43089122341919195
922,garage,opener,-0.663576178998437
923,garbage,lunch,-0.7581597140085177
924,gardens,sink,-0.7980306442559104
925,gardens,tend,-0.7485988498810431
926,gas,neon,-0.764988832020508
927,gas,sewer,-0.5802941872382608
928,gasoline,town,-0.8356878822503835
929,gauge,meter,-0.5537724957444364
930,gem,quartz,-0.5679531330088595
931,germany,worst,-0.7970981071051404
932,get,regained,-0.8285393568594801
933,get,start,-0.35276263871250557
934,giraffe,mist,-0.8543216042126134
935,giraffe,zebra,-0.24993631445306808
936,giraffe,zoo,-0.4659541447431198
937,girl,sexy,-0.2753754473847132
938,glove,wear,-0.5334089673967508
939,goose,outfit,-0.8270260542351584
940,government,immunity,-0.6665524249674272
941,governor,office,-0.627324619378061
942,graduate,graduate,0.0
943,grape,wine,-0.3155412009887645
944,graphic,roof,-0.8955865038122253
945,grass,ski,-0.8357284907055889
946,grass,skull,-0.8015500251774703
947,grass,stop,-0.7735103712265163
948,grave,memorial,-0.47018416851890854
949,grave,santa,-0.8788909072035244
950,grave,shore,-0.7087272924944797
951,graveyard,ruin,-0.6122851762796494
952,gray,property,-0.9202763676682618
953,greater,greater,0.0
954,greater,large,-0.5817201822037587
955,green,number,-0.774305434227402
956,green,yellow,-0.2535330480817882
957,greeting,receptions,-0.7717493149398973
958,grey,pink,-0.36235103559702797
959,grey,rusty,-0.5505197898414949
960,grey,white,-0.29848253180672113
961,guardian,livestock,-0.7910255035367865
962,gulf,ms,-0.760343882192619
963,gun,picture,-0.731446713927864
964,guy,idea,-0.4744797151088431
965,guy,kid,-0.3348775613306244
966,guy,kiss,-0.5500213215988856
967,guy,people,-0.5225993635712392
968,guy,poodle,-0.7476132915306242
969,guy,sitting,-0.504473350733657
970,guy,smile,-0.5758644662820702
971,guy,stand,-0.5783235087752363
972,guy,tear,-0.6996097507110368
973,hail,judge,-0.8064140997606073
974,hair,redhead,-0.6124213583675404
975,hair,stencil,-0.7930220290076267
976,hair,wig,-0.2967518529798723
977,hand,left,-0.49156174259988983
978,handle,shop,-0.8009585702150569
979,handle,terrier,-0.9068166086697593
980,hanging,smile,-0.6395683468339395
981,happy,licking,-0.7439519109265763
982,happy,mom,-0.4524795284290444
983,happy,post,-0.5718731861288532
984,happy,sleep,-0.5659709160728312
985,happy,stand,-0.5698450767563198
986,happy,stop,-0.5801522466695794
987,happy,time,-0.41046392167626244
988,harbor,sea,-0.44817456606350203
989,harbor,sunk,-0.6037304726127855
990,harbour,ship,-0.5663553325779211
991,harbour,shore,-0.38664787652690413
992,hard,zoo,-0.8030267223328893
993,hat,jacket,-0.4402442390936452
994,hat,jean,-0.672726877306097
995,hat,peel,-0.9054078603350255
996,hat,role,-0.8550161564931661
997,health,welfare,-0.4155033525998305
998,heart,wing,-0.7707045867896566
999,heater,stove,-0.3426343979633292
1000,heel,stack,-0.8409544180088757
1001,held,nest,-0.8454646843814141
1002,helix,spiral,-0.49145140961369815
1003,highway,road,-0.23054459489128432
1004,hill,horizon,-0.6273696303752734
1005,hill,mountain,-0.3101926974973276
1006,hill,scenery,-0.5863517152194467
1007,history,recital,-0.8440370118977477
1008,hit,tourist,-0.7463656004728352
1009,hockey,ice,-0.45698973678158283
1010,hockey,play,-0.5776384183179545
1011,holiday,travel,-0.48923168798567374
1012,home,smoking,-0.7453172026126309
1013,honest,sincere,-0.2655372722818341
1014,hood,protection,-0.6991226213835979
1015,hope,psychology,-0.7878302692599911
1016,horizon,sky,-0.30781829207573685
1017,horizontal,surface,-0.5079228432872718
1018,hostility,war,-0.6112479051816309
1019,hot,hot,0.0
1020,hot,sunny,-0.5722491755674993
1021,hotel,kill,-0.881963433792927
1022,hotel,library,-0.741239851508117
1023,hotel,oak,-0.7948535465926441
1024,house,staircase,-0.5791159700525312
1025,house,windmill,-0.6849841161767065
1026,housing,vault,-0.8694929185509368
1027,hummingbird,rodent,-0.6480639272837088
1028,husky,painting,-0.8917565497409877
1029,image,visualize,-0.6458441918288932
1030,impressive,striking,-0.40350718832456034
1031,industrial,lake,-0.8024751490063358
1032,information,target,-0.6988539503234539
1033,infrastructure,structure,-0.5713265999493473
1034,initial,letter,-0.587723664670359
1035,injury,wrong,-0.7074732816480052
1036,ink,liquid,-0.5002903489660702
1037,ink,organ,-0.9165494301379589
1038,insect,lizard,-0.5203157972339151
1039,installation,zoo,-0.8895796033965958
1040,instruction,lesson,-0.4205986385467084
1041,interest,lien,-0.6587553705667157
1042,interior,object,-0.7647441862055366
1043,interior,paint,-0.4611415813430467
1044,interior,roof,-0.4385337429976808
1045,interior,staircase,-0.5782408371504354
1046,interior,tall,-0.7661153484614307
1047,interpretation,twist,-0.7056580732800601
1048,intrigue,romance,-0.42759832686522004
1049,inventory,listing,-0.5427637544252908
1050,invite,requests,-0.60432362842745
1051,ipod,rope,-0.8759698674580372
1052,iron,robust,-0.811576714003372
1053,israel,israeli,-0.19683814661500476
1054,israel,terror,-0.6300977017431029
1055,issue,up,-0.6381443316454298
1056,ivy,oak,-0.5872791617183847
1057,jaguar,storm,-0.9130961361992399
1058,jamaica,queens,-0.6696187432677221
1059,jazz,play,-0.6436666200845005
1060,jean,shirt,-0.4727368920212023
1061,jean,washing,-0.8128908141432993
1062,jellyfish,punk,-0.8446761491181474
1063,jellyfish,texture,-0.8392114787390477
1064,joke,message,-0.660402326561043
1065,journal,writing,-0.5341031062139002
1066,judgment,sense,-0.5328205289005536
1067,jump,stitch,-0.791074870924517
1068,jump,uniform,-0.8432730002306585
1069,jury,school,-0.7802820000705577
1070,justice,official,-0.7169084710596652
1071,juvenile,rope,-0.891370992215076
1072,key,misty,-0.9675524795078175
1073,key,motor,-0.8125836548521803
1074,keyboard,soldier,-0.8925127627968724
1075,kidnapped,shanghai,-0.9513908911330486
1076,kill,sacrifice,-0.5843725732751797
1077,kill,shot,-0.5442816489702325
1078,kind,soft,-0.5785048084099749
1079,kiss,rusty,-0.7884902868083802
1080,kitchen,sleep,-0.7228162842198134
1081,kitchen,stair,-0.6146978163687162
1082,kitchen,washing,-0.46246072373515723
1083,kitten,kitty,-0.21357120009048924
1084,knock,tap,-0.6432317632530216
1085,lad,wizard,-0.7254157458959676
1086,lady,sexy,-0.3792403771545224
1087,lake,scenery,-0.5136755711537806
1088,lake,town,-0.5327573203662967
1089,lamb,lantern,-0.8554718435526804
1090,lamb,number,-0.9031815103148939
1091,lamb,snow,-0.7553684002229684
1092,landscape,mountain,-0.5211550320326777
1093,landscape,stadium,-0.7811886874055796
1094,lantern,oak,-0.7527823306400229
1095,lapse,suspension,-0.7857229763505134
1096,last,last,0.0
1097,last,senior,-0.6608439033061159
1098,laundering,machine,-0.8265935979158552
1099,law,mosaic,-0.9760461542911673
1100,lawn,sleep,-0.7838844379266522
1101,layer,region,-0.6510870461740422
1102,leaf,nature,-0.7207476682205256
1103,lean,rest,-0.6264237460220654
1104,leap,second,-0.6554105609797535
1105,learned,learned,0.0
1106,leather,pouch,-0.4925071064417209
1107,leather,sunshine,-0.8605442050696918
1108,leave,pass,-0.593093329939267
1109,left,morning,-0.6451468526471373
1110,left,walk,-0.6000825621398236
1111,lego,rodent,-0.9166908841661943
1112,lever,machine,-0.6946855028110994
1113,lever,open,-0.7783450604462914
1114,licking,marble,-0.8688499910207793
1115,licking,pier,-0.9051350822158104
1116,licking,puppy,-0.653748136780469
1117,licking,rusty,-0.8061191560301558
1118,licking,sitting,-0.5999056294836278
1119,lie,line,-0.7412326844743256
1120,lie,sun,-0.6263855723456762
1121,light,shadow,-0.5188429551992304
1122,light,sleep,-0.6811545126232531
1123,light,sunlight,-0.37047685413991027
1124,lighthouse,wall,-0.6810979446319267
1125,lighting,man,-0.8278833608640044
1126,lighting,stone,-0.6977733513226896
1127,lily,plant,-0.6112062282750472
1128,lily,purple,-0.4778077864694146
1129,lily,tulip,-0.4680946879750827
1130,limb,limb,0.0
1131,line,street,-0.6436193922666891
1132,lion,square,-0.7638102203091244
1133,list,position,-0.7483748055779826
1134,list,post,-0.5735007969564967
1135,list,shopping,-0.665757471186683
1136,listing,organization,-0.7072939907816707
1137,live,stitch,-0.9625618898554228
1138,location,space,-0.5353207325118803
1139,lock,mannequin,-0.9358010233824502
1140,looking,sightseeing,-0.8043197933038093
1141,loss,reducing,-0.5503177036277163
1142,love,romance,-0.4443957819372526
1143,lower,sustain,-0.6187700971855412
1144,lunch,morning,-0.40556359859361535
1145,lunch,sunny,-0.6856150287751315
1146,machine,pond,-0.8601325736442685
1147,machine,sketch,-0.8323537864504896
1148,machine,washing,-0.4954662708740839
1149,magnitude,size,-0.6783063723042373
1150,magnolia,maple,-0.5596267993301794
1151,maker,manufacturer,-0.4119482733321165
1152,makeup,people,-0.7518421878046748
1153,male,man,-0.521880142328238
1154,manufacture,up,-0.8082935664207955
1155,map,sewing,-0.9223679210830074
1156,map,video,-0.7622042284185716
1157,maple,oak,-0.30424410296563886
1158,marble,postcard,-0.8180665427528035
1159,marble,sing,-0.9347126778011609
1160,market,shop,-0.596592428675164
1161,market,sweeten,-0.8588602160495363
1162,mars,water,-0.8913897895360707
1163,mask,roof,-0.8414018881825653
1164,match,matchstick,-0.9233346721141878
1165,match,play,-0.5816565061140861
1166,matter,text,-0.6977263388909891
1167,mayor,villa,-0.892405959246346
1168,meal,rice,-0.42515260979240754
1169,means,tool,-0.5956539969009893
1170,measure,twist,-0.7659284452575461
1171,meat,moon,-0.8247779291766782
1172,meat,potato,-0.38953691334920915
1173,meat,soup,-0.358653135066448
1174,medium,organization,-0.7851880588207321
1175,melody,music,-0.4008234919577046
1176,memorial,rope,-0.916224872165887
1177,memory,operation,-0.6652768328477217
1178,metro,rail,-0.5297580093395506
1179,metro,train,-0.5318515616355028
1180,military,reflection,-0.8397113039726769
1181,military,wasp,-0.9278487354449807
1182,mill,wild,-0.8094251434161683
1183,mill,windmill,-0.5396216439180772
1184,miniature,paint,-0.7117308797840877
1185,miniature,painting,-0.5983606789241104
1186,minister,work,-0.7865482702453063
1187,mirror,raspberry,-0.9167246310651337
1188,mist,sky,-0.46435821073206496
1189,mist,sunny,-0.6482030796088974
1190,misty,sky,-0.43319878625156005
1191,misty,snow,-0.5282681110074958
1192,misty,sunny,-0.4619294640450107
1193,misty,sunrise,-0.45782504500047105
1194,misty,sunshine,-0.45091502850718146
1195,model,toe,-0.8249740261950935
1196,mole,spy,-0.7165676704806156
1197,moment,thief,-0.7159520696667176
1198,money,pile,-0.6674675385993807
1199,money,quota,-0.8059828580725432
1200,monster,rock,-0.6390732103451544
1201,month,year,-0.19624705806673914
1202,moon,mushroom,-0.7494283516512057
1203,morning,sunrise,-0.4714463298756292
1204,morning,sunshine,-0.5227042346748928
1205,mortal,mother,-0.6509108637226741
1206,moss,plant,-0.6228741728515623
1207,mother,mother,0.0
1208,mother,mother-in-law,-0.27539713478582606
1209,mother,pregnant,-0.374198952770617
1210,mother,yeast,-0.8878577003250634
1211,motion,step,-0.6331472323934045
1212,motto,volunteer,-0.7608477978596468
1213,mouth,tongue,-0.24102006286936362
1214,move,shifting,-0.504333129870469
1215,move,spread,-0.6274939859336804
1216,move,swell,-0.7010551866451319
1217,mozart,wagner,-0.5351026065136919
1218,museum,swim,-0.8101011700549853
1219,music,musician,-0.37349831039009196
1220,music,print,-0.8049893730368001
1221,music,track,-0.46512333810033857
1222,musical,solo,-0.49921271300543524
1223,nail,rusty,-0.6812613766039473
1224,nation,spanish,-0.8401486569053025
1225,native,rhodes,-1.013666230631241
1226,necklace,snow,-0.8210002073437468
1227,nest,wasp,-0.47388039407542903
1228,noodle,pigeon,-0.7356333314821154
1229,novel,story,-0.4054105209214661
1230,nude,painting,-0.716571477645066
1231,nurse,nurse,0.0
1232,nut,sunflower,-0.559821187544293
1233,observation,radio,-0.7861648030470252
1234,observe,violating,-0.7027005773262623
1235,obvious,plain,-0.5387804047622178
1236,obvious,room,-0.7126474292189872
1237,occasion,second,-0.6995536948791352
1238,occupation,place,-0.686250672260706
1239,ocean,pacific,-0.45380999749540085
1240,ocean,underwater,-0.4189264640177931
1241,ocean,water,-0.39936812936817845
1242,old,race,-0.7468672203314335
1243,old,seat,-0.738733842372155
1244,operation,operation,0.0
1245,opinion,sentiment,-0.5768874481382205
1246,orange,peel,-0.49663867919483173
1247,orange,raspberry,-0.36205258997924294
1248,orange,shop,-0.7619388037954189
1249,origami,stadium,-0.9456751366006573
1250,origin,root,-0.6278211294731615
1251,out,sent,-0.4990522767046417
1252,outdoor,pool,-0.3853434866913471
1253,outdoor,swimming,-0.3982183809569104
1254,outfit,sign,-0.8648774670390218
1255,outfit,sock,-0.664190547256348
1256,overflow,sewer,-0.6103818760837229
1257,pain,suffering,-0.3147608845587011
1258,paint,picture,-0.6093854323202761
1259,paint,portrait,-0.6420676131696741
1260,painting,sculpture,-0.31049547304371894
1261,palace,ruin,-0.6751680883292307
1262,panorama,scenery,-0.3808549979359921
1263,panorama,view,-0.49397657724159794
1264,panorama,zoo,-0.7487659363750375
1265,paper,railway,-0.8593195832628233
1266,paper,vine,-0.9010162773855153
1267,papers,security,-0.7977015521946798
1268,park,parking,-0.3612766183075118
1269,part,relation,-0.5754670690533961
1270,party,seat,-0.6954388037130778
1271,pass,ticket,-0.6899820790527178
1272,pass,topping,-0.9322533868288744
1273,passage,quotation,-0.6462944004427702
1274,passing,passing,0.0
1275,path,star,-0.8240703214938296
1276,patio,sleep,-0.7493754019996557
1277,patio,stair,-0.5409191376569447
1278,patio,staircase,-0.49510539599220993
1279,patio,woman,-0.887593845745113
1280,pavilion,terrace,-0.5405539987852389
1281,paw,theatre,-0.9223453898452458
1282,peel,skin,-0.43662746352874426
1283,pennsylvania,writer,-0.9847225952763579
1284,people,wounded,-0.6427823283761842
1285,pepper,potato,-0.3673078093669073
1286,pepper,tomato,-0.26057661049481284
1287,person,tiger,-0.8375818345377668
1288,personnel,police,-0.48929003065843824
1289,persuasion,weapon,-0.7712948225116758
1290,petal,shade,-0.6084110137622363
1291,photo,photography,-0.36051616401666486
1292,photograph,still,-0.7124870103388813
1293,photographer,portrait,-0.3803201443596058
1294,photographer,wedding,-0.4630424857948704
1295,piano,wolf,-0.8495796664683993
1296,pigeon,round,-0.7982940461454319
1297,pillow,stone,-0.6996282812413674
1298,pink,skirt,-0.41197082002612584
1299,pink,white,-0.27658042104889746
1300,place,place,0.0
1301,place,siphon,-0.8935539009068568
1302,plain,report,-0.8612308685403853
1303,plant,seed,-0.46333704233175677
1304,plant,skate,-0.9181938400178883
1305,play,rail,-0.8985815018678716
1306,play,sign,-0.7133255607488951
1307,play,thousand,-0.883870257047458
1308,player,slave,-0.8454057533477748
1309,pledge,promise,-0.41746938335669237
1310,plot,strategy,-0.7150838883717479
1311,point,second,-0.4076777290386151
1312,point,spot,-0.4583654446359201
1313,point,tennis,-0.796750367841415
1314,point,trouble,-0.5024312088878361
1315,poll,poll,0.0
1316,pond,water,-0.3664159586024367
1317,poodle,puppy,-0.25787916757934515
1318,poodle,terrier,-0.22466386653684256
1319,pool,relax,-0.4965543876756091
1320,porch,roof,-0.34757631318384064
1321,porch,scooter,-0.8442847206158344
1322,porch,staircase,-0.38319961543299075
1323,portrait,underground,-0.9178683651478512
1324,potato,rice,-0.2715087416399945
1325,president,president,0.0
1326,price,price,0.0
1327,principle,principle,0.0
1328,privilege,rich,-0.7037108625867787
1329,production,production,0.0
1330,profiling,racism,-0.5846353808781595
1331,protection,roof,-0.6869890861355404
1332,protest,tile,-0.9818935498700027
1333,publish,show,-0.7569225500667358
1334,pug,puppy,-0.27316771078100033
1335,punk,vinyl,-0.6596120277651017
1336,puppy,skyline,-0.9372097983246656
1337,purple,violet,-0.27101316083229776
1338,pyramid,speculation,-0.8677648657212185
1339,quality,romance,-0.8405474055899633
1340,queen,queen,0.0
1341,race,racing,-0.24184255670731236
1342,race,square,-0.8650787518074732
1343,radical,role,-0.6754308764591189
1344,rail,train,-0.37154185432047204
1345,railroad,underground,-0.6095155125799929
1346,railway,station,-0.36977294751195944
1347,rain,wet,-0.4119161188938786
1348,raise,shoulders,-0.7176671570931132
1349,raising,upbringing,-0.7371257937258964
1350,raspberry,sweet,-0.46361183301261333
1351,read,reading,-0.20934439197782706
1352,rebel,soldier,-0.4865573131784342
1353,rebel,young,-0.6900998076390417
1354,recognize,succeed,-0.4593837613007111
1355,record,score,-0.5761134780785284
1356,record,write,-0.6825257722310218
1357,red,shade,-0.5086248366220059
1358,red,stripe,-0.5024404503848448
1359,redhead,rusty,-0.8116801145358545
1360,relax,sitting,-0.5362090224836261
1361,relief,total,-0.7738235325838345
1362,religion,remedy,-0.7892550650757506
1363,religion,trinity,-0.5958593897622673
1364,report,study,-0.45765418742662056
1365,reptile,vacation,-0.9408589308351953
1366,reservation,reservation,0.0
1367,resistance,resistance,0.0
1368,reverse,reverse,0.0
1369,rice,yellow,-0.641448655797463
1370,ripple,shadow,-0.7195121728243229
1371,ripple,wave,-0.4645948006655567
1372,river,valley,-0.2872149759546955
1373,river,waterfall,-0.4221247318737278
1374,robbery,rolling,-0.8858960956046565
1375,rod,rod,0.0
1376,role,title,-0.7270125749749803
1377,rolling,sound,-0.7013370614807266
1378,room,sitting,-0.37852428368571367
1379,root,stem,-0.5544266014452182
1380,rope,shore,-0.6947666842661647
1381,rose,rose,0.0
1382,round,shape,-0.549805061084703
1383,row,terrace,-0.7606365016471094
1384,rub,wipe,-0.453377441229038
1385,ruin,stone,-0.6716651371940937
1386,ruin,town,-0.6230027413584364
1387,running,sprint,-0.5889131478200196
1388,rusty,shade,-0.6834928385707009
1389,rusty,stand,-0.7479439732064256
1390,saddle,soap,-0.8185279451640877
1391,sail,sheet,-0.7938499483105679
1392,sailing,sunk,-0.6167070016498518
1393,sake,shade,-0.7941731915908143
1394,satellite,solar,-0.6125695389919357
1395,scenery,trail,-0.5496094618913875
1396,school,welsh,-0.8388460610146491
1397,sea,shore,-0.318296533460803
1398,sea,submarine,-0.5286293400193716
1399,sea,water,-0.4179103786125622
1400,season,winter,-0.3956790642363406
1401,seize,take,-0.5402943842276378
1402,series,string,-0.8332159426974803
1403,sex,sex,0.0
1404,sexy,smile,-0.5792672798213668
1405,shade,tree,-0.5397613907532808
1406,shade,whale,-0.9092012473040743
1407,shadow,sunlight,-0.607920203149926
1408,shape,square,-0.5685003472367468
1409,sheet,sheet,0.0
1410,shining,work,-0.7737931156031999
1411,ship,spouse,-0.8652214360579298
1412,shirt,tiger,-0.6798130487131611
1413,shopping,store,-0.3252627930501115
1414,shore,swim,-0.4908528982653724
1415,shore,town,-0.5307478353150661
1416,shore,valley,-0.562980652920839
1417,short,trading,-0.697282094625248
1418,sight,vision,-0.4723318711736889
1419,sign,sign,0.0
1420,silence,still,-0.6081070604302963
1421,single,sole,-0.7260172474554665
1422,sitting,sleep,-0.5189034849361908
1423,situation,things,-0.4430253000888793
1424,skate,vehicle,-0.8795724467014886
1425,skating,sticker,-0.871095686668114
1426,skin,skin,0.0
1427,sky,sunlight,-0.4206665212422118
1428,skyline,view,-0.6331830925073358
1429,slash,stroke,-0.7868669056549862
1430,slave,worker,-0.6766069535039332
1431,sleeping,waking,-0.29938654447424184
1432,small,valley,-0.6766191633571397
1433,small,village,-0.593978407072895
1434,smile,time,-0.6094991791597766
1435,smile,view,-0.7754378888217895
1436,smile,walk,-0.6349834671336062
1437,smoking,sunny,-0.8070410698687518
1438,snap,touch,-0.5755086801436635
1439,sock,stocking,-0.45662423804718255
1440,solstice,summer,-0.6413851596371667
1441,song,vocal,-0.4644337345657492
1442,speech,word,-0.5008646670694723
1443,spin,sweat,-0.7370590254137431
1444,spiral,staircase,-0.4727367953635736
1445,spread,spread,0.0
1446,square,town,-0.6381530076492061
1447,stamp,weave,-0.9115334461676017
1448,stand,tear,-0.611228575788536
1449,stand,walk,-0.5013305605193695
1450,star,star,0.0
1451,star,storm,-0.8105234552737448
1452,steel,wing,-0.7415591399682708
1453,step,travel,-0.81539800018514
1454,step,walk,-0.5832227873219078
1455,step,wind,-0.7739057967590691
1456,sticker,track,-0.7942987729097242
1457,stock,stock,0.0
1458,storm,thunderstorm,-0.3275723284972675
1459,straight,stretch,-0.5025009857880641
1460,strains,trouble,-0.8585275776785579
1461,stream,waterfall,-0.6205348053233275
1462,stripe,train,-0.8853255258098685
1463,stripe,violet,-0.5752736549786959
1464,subway,underground,-0.5141971256352196
1465,subway,valentine,-0.8103728434357964
1466,sun,sun,0.0
1467,sun,sunburst,-0.7511927310144635
1468,sun,sunlight,-0.23194019989046
1469,sun,sunshine,-0.25465688822140375
1470,sunlight,thriller,-0.9976829404755501
1471,sunny,weather,-0.41723518098238277
1472,sunny,wet,-0.552353324210328
1473,sunshine,weather,-0.4721492628765531
1474,support,trace,-0.7852887460745598
1475,surface,territory,-0.7741548481113641
1476,surfer,wave,-0.6509615695318066
1477,tall,wool,-0.7477959834967856
1478,tenure,term,-0.5721305691745012
1479,thing,thing,0.0
1480,ticket,writing,-0.8193991988314758
1481,tops,tops,0.0
1482,touch,upset,-0.7674804995468322
1483,tour,travel,-0.5043149505307761
1484,traffic,traffic,0.0
1485,train,train,0.0
1486,travel,travel,0.0
1487,travel,wandering,-0.7281963675417626
1488,tunnel,underground,-0.5025696368975838
1489,type,write,-0.6213860623561029
1490,valley,village,-0.45457397690139
1491,van,vine,-0.9220483798951296
1492,violet,white,-0.4541020557771157
1493,violet,yellow,-0.36527263177756497
1494,washer,worker,-0.8613705828954491
1495,water,water,0.0
1496,ways,ways,0.0
1497,weather,winter,-0.31523914814372145
1498,wednesday,weekday,-0.6428874164035441
1499,word,word,0.0
